Customer_ID,Satisfaction_Score,Feedback_Comments,Likelihood_to_Recommend
447,4.0,Unsatisfactory,5
957,5.684784805011113,Excellent,5
447,5.0,Needs improvement,1
783,1.0,Unsatisfactory,10
257,2.0,Very satisfied,8
909,1.0,Needs improvement,7
944,9.0,Unsatisfactory,1
896,9.0,Good service,4
930,5.0,Needs improvement,4
637,8.0,Unsatisfactory,9
926,10.0,Very satisfied,10
531,4.0,Very satisfied,2
119,1.0,Needs improvement,4
832,4.0,Unsatisfactory,10
66,7.0,Unsatisfactory,3
245,2.0,Needs improvement,10
57,2.0,Unsatisfactory,5
44,6.0,Unsatisfactory,7
524,9.0,Very satisfied,5
890,3.0,Unsatisfactory,5
424,7.0,Very satisfied,4
748,10.0,Good service,9
536,9.0,Good service,6
395,9.0,Good service,10
450,4.0,Good service,6
257,2.0,Very satisfied,6
954,1.0,Good service,6
796,6.0,Very satisfied,1
836,5.0,Good service,6
361,6.0,Unsatisfactory,4
763,7.0,Unsatisfactory,2
606,9.0,Unsatisfactory,6
380,10.0,Good service,1
443,10.0,Unsatisfactory,1
967,6.0,Good service,5
892,6.0,Very satisfied,6
534,3.0,Needs improvement,2
474,8.0,Needs improvement,10
157,9.0,Unsatisfactory,8
89,1.0,Needs improvement,4
202,6.0,Very satisfied,4
980,7.0,Unsatisfactory,10
462,8.0,Needs improvement,5
481,10.0,Unsatisfactory,10
709,8.0,Unsatisfactory,4
557,7.0,Good service,5
454,5.684784805011113,Very satisfied,10
470,9.0,Very satisfied,3
380,10.0,Very satisfied,8
401,7.0,Good service,6
79,3.0,Good service,8
551,9.0,Excellent,5
936,1.0,Unsatisfactory,7
796,8.0,Unsatisfactory,10
386,6.0,Very satisfied,7
978,3.0,Good service,6
667,9.0,Needs improvement,10
661,6.0,Very satisfied,4
343,7.0,Unsatisfactory,6
903,2.0,Excellent,9
445,1.0,Good service,4
52,1.0,Unsatisfactory,6
251,3.0,Very satisfied,6
944,3.0,Needs improvement,3
894,8.0,Very satisfied,4
659,7.0,Very satisfied,3
329,10.0,Unsatisfactory,3
908,8.0,Unsatisfactory,10
494,1.0,Needs improvement,4
350,4.0,Good service,4
967,8.0,Needs improvement,6
770,10.0,Unsatisfactory,4
785,2.0,Excellent,6
459,7.0,Unsatisfactory,2
498,8.0,Unsatisfactory,4
125,9.0,Needs improvement,2
204,7.0,Needs improvement,8
768,9.0,Very satisfied,9
643,2.0,Very satisfied,7
21,1.0,Unsatisfactory,6
590,1.0,Unsatisfactory,8
847,4.0,Needs improvement,4
563,1.0,Good service,10
362,7.0,Very satisfied,2
361,8.0,Good service,4
778,3.0,Good service,5
116,1.0,Good service,9
55,3.0,Excellent,5
292,2.0,Very satisfied,9
51,6.0,Needs improvement,9
842,7.0,Good service,8
785,9.0,Excellent,5
254,5.0,Unsatisfactory,2
492,4.0,Good service,5
985,1.0,Excellent,1
573,6.0,Needs improvement,8
859,8.0,Very satisfied,2
993,4.0,Needs improvement,7
971,1.0,Good service,2
909,5.0,Needs improvement,5
961,10.0,Excellent,10
863,5.0,Unsatisfactory,7
225,2.0,Good service,6
469,6.0,Good service,5
848,10.0,Very satisfied,6
103,9.0,Good service,2
983,6.0,Very satisfied,10
970,8.0,Good service,1
48,10.0,Unsatisfactory,1
737,3.0,Unsatisfactory,8
342,10.0,Very satisfied,3
233,2.0,Good service,3
582,4.0,Good service,9
559,9.0,Very satisfied,6
228,9.0,Good service,4
522,3.0,Good service,4
697,1.0,Needs improvement,7
592,1.0,Unsatisfactory,6
13,4.0,Good service,2
499,4.0,Unsatisfactory,9
445,10.0,Very satisfied,2
826,6.0,Unsatisfactory,8
340,5.0,Very satisfied,4
324,6.0,Very satisfied,10
596,10.0,Very satisfied,1
598,7.0,Good service,1
157,7.0,Needs improvement,9
656,10.0,Excellent,4
575,10.0,Unsatisfactory,1
431,9.0,Good service,3
555,6.0,Needs improvement,3
407,8.0,Needs improvement,7
158,2.0,Unsatisfactory,6
185,8.0,Unsatisfactory,8
798,9.0,Needs improvement,7
491,4.0,Needs improvement,1
835,5.0,Unsatisfactory,3
952,5.0,Very satisfied,9
536,2.0,Good service,4
357,5.0,Needs improvement,3
717,9.0,Unsatisfactory,5
362,4.0,Good service,8
224,10.0,Excellent,1
613,3.0,Good service,2
204,7.0,Good service,7
8,8.0,Good service,1
472,10.0,Excellent,5
172,6.0,Good service,10
720,6.0,Good service,8
96,5.0,Very satisfied,6
674,6.0,Needs improvement,3
803,9.0,Unsatisfactory,7
608,2.0,Good service,3
306,10.0,Unsatisfactory,5
657,3.0,Excellent,7
258,1.0,Very satisfied,2
474,4.0,Unsatisfactory,10
950,2.0,Good service,4
300,6.0,Very satisfied,2
465,1.0,Needs improvement,7
614,8.0,Unsatisfactory,3
689,10.0,Good service,9
898,6.0,Very satisfied,6
328,9.0,Excellent,1
110,6.0,Unsatisfactory,10
710,10.0,Good service,8
905,7.0,Good service,7
129,5.0,Very satisfied,1
965,8.0,Good service,3
871,8.0,Needs improvement,3
137,10.0,Needs improvement,3
910,9.0,Good service,7
539,6.0,Unsatisfactory,6
649,1.0,Good service,2
164,9.0,Needs improvement,5
349,3.0,Good service,6
980,9.0,Good service,2
463,7.0,Good service,1
868,3.0,Needs improvement,4
643,9.0,Good service,4
504,7.0,Very satisfied,4
885,7.0,Very satisfied,1
151,7.0,Good service,3
890,2.0,Very satisfied,7
246,4.0,Needs improvement,4
110,10.0,Good service,2
585,8.0,Needs improvement,8
798,2.0,Excellent,1
275,4.0,Needs improvement,9
870,10.0,Unsatisfactory,5
67,8.0,Unsatisfactory,2
50,3.0,Excellent,4
816,6.0,Good service,3
515,2.0,Unsatisfactory,7
226,8.0,Excellent,6
578,8.0,Good service,9
506,1.0,Good service,4
155,3.0,Excellent,3
983,2.0,Needs improvement,7
874,7.0,Good service,6
480,7.0,Unsatisfactory,5
111,4.0,Good service,10
483,8.0,Very satisfied,7
808,3.0,Needs improvement,5
893,9.0,Needs improvement,9
768,5.0,Unsatisfactory,4
274,2.0,Good service,1
155,9.0,Unsatisfactory,10
651,1.0,Good service,5
167,8.0,Needs improvement,1
19,6.0,Good service,1
345,1.0,Good service,1
903,4.0,Unsatisfactory,1
735,3.0,Good service,8
569,7.0,Unsatisfactory,2
898,7.0,Good service,9
294,6.0,Very satisfied,7
645,10.0,Very satisfied,3
462,10.0,Unsatisfactory,9
338,8.0,Good service,4
804,5.684784805011113,Needs improvement,7
452,4.0,Needs improvement,3
344,7.0,Good service,5
717,1.0,Good service,4
631,3.0,Good service,6
765,2.0,Excellent,9
85,7.0,Good service,5
697,9.0,Very satisfied,1
737,5.0,Good service,5
660,9.0,Needs improvement,5
389,8.0,Needs improvement,9
792,1.0,Excellent,8
227,2.0,Unsatisfactory,5
286,6.0,Good service,5
284,5.0,Good service,2
693,7.0,Unsatisfactory,9
947,9.0,Excellent,4
109,4.0,Good service,7
135,8.0,Good service,10
938,4.0,Unsatisfactory,6
291,3.0,Good service,5
887,5.684784805011113,Good service,5
990,8.0,Excellent,7
802,8.0,Unsatisfactory,2
615,5.684784805011113,Good service,9
713,1.0,Good service,2
508,6.0,Good service,9
629,5.0,Excellent,4
844,8.0,Excellent,10
822,6.0,Unsatisfactory,10
29,4.0,Good service,6
394,10.0,Very satisfied,1
27,10.0,Needs improvement,5
467,2.0,Good service,6
13,8.0,Needs improvement,9
554,5.0,Needs improvement,9
933,8.0,Good service,9
445,5.0,Excellent,3
224,6.0,Very satisfied,4
463,10.0,Unsatisfactory,8
21,5.0,Good service,8
387,3.0,Unsatisfactory,2
648,10.0,Needs improvement,8
326,5.684784805011113,Very satisfied,7
733,3.0,Good service,9
467,4.0,Very satisfied,5
657,6.0,Very satisfied,2
522,5.684784805011113,Unsatisfactory,5
225,7.0,Good service,2
653,5.0,Good service,5
475,10.0,Good service,9
618,5.0,Needs improvement,7
780,5.0,Unsatisfactory,7
706,2.0,Good service,1
458,10.0,Needs improvement,9
640,9.0,Unsatisfactory,6
213,3.0,Very satisfied,7
663,7.0,Unsatisfactory,2
961,5.0,Good service,1
481,10.0,Very satisfied,4
896,10.0,Needs improvement,9
180,5.0,Good service,9
829,4.0,Unsatisfactory,3
538,10.0,Very satisfied,1
527,6.0,Very satisfied,2
22,7.0,Needs improvement,9
345,7.0,Needs improvement,9
577,8.0,Unsatisfactory,1
763,5.0,Good service,9
922,7.0,Unsatisfactory,1
21,4.0,Excellent,10
745,9.0,Good service,4
408,5.0,Unsatisfactory,5
487,3.0,Needs improvement,8
528,5.0,Very satisfied,5
416,9.0,Good service,5
272,8.0,Very satisfied,4
205,1.0,Excellent,9
298,5.0,Good service,8
672,6.0,Needs improvement,9
946,10.0,Good service,7
553,2.0,Needs improvement,7
108,6.0,Good service,5
637,9.0,Unsatisfactory,10
152,4.0,Very satisfied,1
13,3.0,Unsatisfactory,6
715,5.684784805011113,Unsatisfactory,10
79,2.0,Needs improvement,6
906,9.0,Very satisfied,10
554,10.0,Good service,4
169,2.0,Unsatisfactory,2
249,10.0,Very satisfied,1
121,3.0,Very satisfied,3
387,7.0,Needs improvement,9
439,2.0,Good service,1
272,1.0,Good service,5
300,9.0,Needs improvement,10
721,6.0,Good service,6
473,9.0,Very satisfied,9
158,3.0,Needs improvement,1
633,3.0,Good service,5
227,10.0,Unsatisfactory,1
421,3.0,Very satisfied,2
956,2.0,Needs improvement,2
973,6.0,Good service,5
24,3.0,Good service,10
742,5.0,Good service,4
538,5.0,Very satisfied,6
570,10.0,Unsatisfactory,5
777,3.0,Good service,2
638,3.0,Needs improvement,9
957,1.0,Excellent,10
787,6.0,Needs improvement,8
540,3.0,Good service,9
903,1.0,Good service,6
813,10.0,Excellent,5
982,9.0,Needs improvement,5
128,1.0,Needs improvement,2
94,5.0,Good service,4
703,5.0,Unsatisfactory,2
421,2.0,Unsatisfactory,2
272,1.0,Good service,8
484,6.0,Needs improvement,4
5,7.0,Good service,4
157,9.0,Very satisfied,7
52,8.0,Unsatisfactory,4
243,10.0,Very satisfied,9
663,3.0,Needs improvement,9
774,9.0,Good service,3
420,1.0,Good service,6
953,6.0,Good service,7
929,5.684784805011113,Excellent,3
817,2.0,Good service,4
425,10.0,Very satisfied,1
80,9.0,Needs improvement,9
695,9.0,Good service,7
354,8.0,Very satisfied,10
619,7.0,Very satisfied,7
666,6.0,Very satisfied,9
293,2.0,Good service,6
717,4.0,Good service,8
116,10.0,Very satisfied,5
529,7.0,Unsatisfactory,8
480,6.0,Very satisfied,10
288,9.0,Excellent,1
668,5.0,Needs improvement,3
477,6.0,Very satisfied,4
25,10.0,Excellent,9
431,6.0,Good service,8
278,8.0,Good service,8
987,8.0,Good service,2
317,6.0,Unsatisfactory,7
638,8.0,Good service,3
812,7.0,Very satisfied,6
358,1.0,Very satisfied,4
276,5.0,Unsatisfactory,6
877,10.0,Good service,4
690,10.0,Very satisfied,3
344,10.0,Good service,2
431,5.0,Unsatisfactory,4
559,10.0,Good service,10
712,9.0,Good service,2
563,7.0,Unsatisfactory,7
439,7.0,Very satisfied,1
462,10.0,Needs improvement,1
807,2.0,Excellent,5
270,8.0,Unsatisfactory,7
709,3.0,Very satisfied,1
431,9.0,Good service,4
21,6.0,Very satisfied,5
143,9.0,Excellent,2
760,9.0,Excellent,7
868,7.0,Good service,4
353,10.0,Needs improvement,8
465,8.0,Unsatisfactory,1
468,2.0,Good service,10
513,5.0,Very satisfied,1
464,3.0,Very satisfied,1
877,1.0,Good service,4
850,6.0,Unsatisfactory,1
394,9.0,Excellent,5
919,2.0,Very satisfied,6
786,9.0,Good service,7
753,8.0,Good service,8
58,9.0,Unsatisfactory,8
126,5.0,Needs improvement,2
841,2.0,Needs improvement,4
878,10.0,Needs improvement,7
990,10.0,Very satisfied,9
461,6.0,Good service,9
52,7.0,Excellent,3
735,3.0,Very satisfied,7
814,6.0,Needs improvement,4
875,6.0,Good service,9
269,8.0,Needs improvement,7
96,1.0,Needs improvement,6
273,4.0,Needs improvement,9
323,1.0,Unsatisfactory,7
573,8.0,Good service,8
833,2.0,Needs improvement,5
693,8.0,Very satisfied,4
133,3.0,Unsatisfactory,1
928,8.0,Good service,8
89,6.0,Unsatisfactory,6
685,1.0,Good service,4
824,7.0,Very satisfied,3
5,7.0,Very satisfied,5
357,6.0,Excellent,4
343,1.0,Good service,7
204,5.0,Very satisfied,6
674,1.0,Very satisfied,3
573,1.0,Good service,10
471,6.0,Very satisfied,1
464,8.0,Needs improvement,7
497,1.0,Good service,5
702,2.0,Needs improvement,1
837,5.0,Very satisfied,1
63,8.0,Good service,6
556,4.0,Needs improvement,4
239,5.0,Very satisfied,8
540,10.0,Good service,2
198,5.0,Good service,4
781,3.0,Good service,8
683,6.0,Needs improvement,8
30,5.0,Needs improvement,5
666,2.0,Needs improvement,3
209,10.0,Very satisfied,4
63,4.0,Good service,3
841,4.0,Good service,2
57,7.0,Needs improvement,4
832,7.0,Good service,9
720,9.0,Good service,6
433,10.0,Unsatisfactory,4
308,2.0,Very satisfied,1
575,6.0,Excellent,7
760,2.0,Very satisfied,2
466,9.0,Unsatisfactory,6
653,2.0,Good service,10
605,6.0,Unsatisfactory,1
107,8.0,Very satisfied,7
877,6.0,Good service,4
600,3.0,Good service,3
301,5.0,Excellent,10
620,4.0,Excellent,7
46,1.0,Very satisfied,3
77,5.0,Needs improvement,8
729,10.0,Needs improvement,4
169,5.0,Very satisfied,3
814,7.0,Very satisfied,7
129,7.0,Excellent,7
713,2.0,Good service,9
708,4.0,Very satisfied,10
860,1.0,Good service,7
268,5.0,Good service,6
600,5.0,Needs improvement,3
765,4.0,Good service,4
750,10.0,Good service,8
585,7.0,Very satisfied,6
419,6.0,Good service,9
870,10.0,Very satisfied,8
867,3.0,Unsatisfactory,8
161,2.0,Very satisfied,10
58,4.0,Unsatisfactory,10
384,9.0,Good service,7
885,10.0,Good service,10
803,5.0,Good service,1
510,1.0,Needs improvement,5
430,3.0,Unsatisfactory,7
340,9.0,Good service,10
578,7.0,Good service,9
940,3.0,Needs improvement,4
26,1.0,Very satisfied,8
810,4.0,Needs improvement,1
589,9.0,Very satisfied,4
798,7.0,Needs improvement,4
372,5.0,Needs improvement,2
928,6.0,Very satisfied,3
36,1.0,Needs improvement,3
531,5.684784805011113,Good service,9
790,5.0,Good service,7
833,7.0,Good service,2
825,5.0,Good service,9
267,5.0,Very satisfied,8
794,3.0,Excellent,6
432,5.0,Needs improvement,6
19,8.0,Very satisfied,2
339,8.0,Unsatisfactory,3
140,5.684784805011113,Good service,6
67,1.0,Needs improvement,3
824,2.0,Good service,7
530,7.0,Unsatisfactory,5
369,3.0,Unsatisfactory,4
261,8.0,Needs improvement,8
624,4.0,Good service,2
920,10.0,Good service,3
974,10.0,Good service,10
627,8.0,Very satisfied,4
678,2.0,Good service,10
579,5.0,Needs improvement,6
767,6.0,Unsatisfactory,5
582,51.0,Good service,5
972,1.0,Good service,7
820,9.0,Unsatisfactory,8
203,5.0,Unsatisfactory,6
639,4.0,Good service,3
935,1.0,Very satisfied,4
955,3.0,Needs improvement,1
410,4.0,Unsatisfactory,5
833,5.0,Very satisfied,10
80,10.0,Needs improvement,8
688,5.0,Needs improvement,3
113,10.0,Good service,10
623,8.0,Unsatisfactory,4
821,3.0,Good service,4
137,7.0,Needs improvement,6
645,6.0,Needs improvement,9
884,10.0,Good service,10
840,10.0,Needs improvement,3
189,5.684784805011113,Unsatisfactory,4
277,6.0,Excellent,6
737,10.0,Good service,6
103,9.0,Very satisfied,7
107,7.0,Excellent,1
575,7.0,Needs improvement,9
916,1.0,Excellent,2
954,1.0,Very satisfied,4
757,9.0,Good service,3
173,9.0,Very satisfied,3
918,10.0,Unsatisfactory,5
845,3.0,Unsatisfactory,7
999,8.0,Needs improvement,7
331,9.0,Very satisfied,7
722,1.0,Very satisfied,3
191,3.0,Needs improvement,9
670,6.0,Needs improvement,6
831,4.0,Needs improvement,10
225,8.0,Good service,8
684,9.0,Good service,1
323,7.0,Very satisfied,4
954,1.0,Needs improvement,7
508,2.0,Good service,9
961,1.0,Excellent,3
548,9.0,Needs improvement,6
134,4.0,Good service,8
37,10.0,Good service,3
93,8.0,Excellent,6
75,5.0,Very satisfied,9
756,5.0,Good service,9
183,5.684784805011113,Excellent,6
717,5.0,Needs improvement,5
459,3.0,Needs improvement,1
699,6.0,Good service,3
678,1.0,Unsatisfactory,3
627,8.0,Good service,4
409,4.0,Good service,5
207,6.0,Very satisfied,8
245,2.0,Very satisfied,9
333,2.0,Excellent,7
673,8.0,Needs improvement,10
525,1.0,Needs improvement,6
294,8.0,Excellent,3
954,10.0,Good service,9
984,10.0,Very satisfied,10
916,1.0,Needs improvement,1
748,9.0,Needs improvement,9
273,1.0,Good service,3
379,4.0,Very satisfied,9
626,9.0,Good service,10
664,1.0,Good service,1
26,9.0,Good service,8
680,8.0,Good service,6
544,5.0,Good service,9
733,6.0,Good service,4
718,5.0,Good service,5
933,4.0,Excellent,6
854,10.0,Excellent,9
610,4.0,Needs improvement,6
91,10.0,Excellent,9
476,8.0,Excellent,2
889,8.0,Good service,4
726,9.0,Good service,3
188,3.0,Excellent,4
569,10.0,Needs improvement,1
619,8.0,Good service,2
954,3.0,Needs improvement,4
195,2.0,Good service,10
534,2.0,Good service,4
698,9.0,Good service,5
880,4.0,Good service,9
85,5.0,Very satisfied,1
592,2.0,Unsatisfactory,8
841,9.0,Good service,3
77,7.0,Very satisfied,9
330,3.0,Very satisfied,8
383,6.0,Needs improvement,8
433,7.0,Excellent,9
377,6.0,Very satisfied,4
341,10.0,Very satisfied,5
177,10.0,Good service,7
426,6.0,Needs improvement,2
424,8.0,Good service,7
967,8.0,Good service,3
174,5.0,Good service,6
406,4.0,Good service,6
82,5.0,Excellent,6
21,9.0,Very satisfied,10
691,10.0,Good service,2
398,6.0,Unsatisfactory,9
330,3.0,Unsatisfactory,8
225,3.0,Very satisfied,7
777,1.0,Excellent,9
402,5.0,Needs improvement,4
781,6.0,Good service,2
763,8.0,Good service,4
785,9.0,Good service,10
894,7.0,Very satisfied,3
855,1.0,Good service,2
921,7.0,Needs improvement,2
438,10.0,Unsatisfactory,8
272,9.0,Good service,5
280,4.0,Good service,6
223,7.0,Good service,8
587,9.0,Needs improvement,7
663,1.0,Unsatisfactory,7
937,10.0,Good service,7
871,9.0,Needs improvement,7
509,4.0,Good service,8
342,8.0,Unsatisfactory,1
929,3.0,Very satisfied,3
617,2.0,Good service,1
42,8.0,Good service,8
176,8.0,Unsatisfactory,2
245,3.0,Needs improvement,7
253,8.0,Excellent,6
274,6.0,Very satisfied,1
959,10.0,Good service,6
334,9.0,Good service,9
604,10.0,Needs improvement,3
11,6.0,Unsatisfactory,7
152,8.0,Unsatisfactory,4
189,2.0,Needs improvement,1
960,1.0,Needs improvement,7
676,10.0,Excellent,1
638,10.0,Good service,4
211,2.0,Unsatisfactory,9
973,4.0,Excellent,5
97,10.0,Good service,7
821,9.0,Unsatisfactory,7
339,7.0,Good service,3
47,9.0,Very satisfied,8
820,9.0,Needs improvement,1
736,9.0,Very satisfied,4
975,8.0,Good service,10
57,6.0,Unsatisfactory,4
75,10.0,Very satisfied,2
254,7.0,Very satisfied,6
663,2.0,Needs improvement,1
571,1.0,Good service,3
837,5.0,Good service,9
952,8.0,Good service,10
598,3.0,Very satisfied,6
170,7.0,Very satisfied,2
146,5.0,Unsatisfactory,9
839,10.0,Good service,2
33,8.0,Good service,7
515,6.0,Excellent,1
796,6.0,Unsatisfactory,5
257,7.0,Very satisfied,7
126,7.0,Needs improvement,3
959,4.0,Unsatisfactory,4
113,10.0,Needs improvement,5
815,5.684784805011113,Unsatisfactory,3
805,10.0,Good service,6
342,8.0,Very satisfied,3
48,6.0,Good service,8
364,8.0,Needs improvement,7
787,7.0,Needs improvement,1
398,1.0,Very satisfied,2
195,4.0,Very satisfied,4
851,7.0,Excellent,5
737,9.0,Very satisfied,10
725,2.0,Good service,4
321,5.0,Unsatisfactory,4
794,9.0,Good service,9
138,9.0,Very satisfied,4
355,6.0,Good service,4
845,7.0,Needs improvement,4
70,9.0,Good service,2
811,10.0,Excellent,8
582,8.0,Good service,4
483,10.0,Needs improvement,5
720,6.0,Very satisfied,8
712,6.0,Good service,4
59,7.0,Unsatisfactory,5
771,7.0,Good service,5
389,2.0,Needs improvement,6
853,9.0,Very satisfied,7
351,4.0,Very satisfied,3
846,10.0,Needs improvement,10
869,9.0,Needs improvement,3
339,10.0,Very satisfied,9
677,3.0,Excellent,1
757,5.0,Good service,10
596,5.0,Very satisfied,8
436,7.0,Good service,10
450,4.0,Very satisfied,3
377,4.0,Very satisfied,5
959,1.0,Unsatisfactory,3
391,6.0,Good service,10
481,4.0,Good service,1
821,10.0,Excellent,10
114,10.0,Good service,5
746,5.0,Very satisfied,8
774,9.0,Good service,5
903,4.0,Good service,4
172,1.0,Good service,9
18,9.0,Good service,1
235,5.0,Needs improvement,5
310,10.0,Needs improvement,1
895,7.0,Unsatisfactory,6
669,3.0,Unsatisfactory,10
723,4.0,Good service,9
281,10.0,Very satisfied,2
831,9.0,Needs improvement,4
196,10.0,Very satisfied,8
115,1.0,Very satisfied,3
397,5.0,Needs improvement,7
672,8.0,Good service,7
667,10.0,Unsatisfactory,2
563,7.0,Good service,10
418,4.0,Excellent,4
284,7.0,Unsatisfactory,1
585,1.0,Very satisfied,8
328,6.0,Needs improvement,10
341,9.0,Needs improvement,10
622,3.0,Needs improvement,9
798,4.0,Good service,1
221,8.0,Good service,7
9,5.0,Good service,1
909,5.0,Good service,1
82,1.0,Excellent,9
832,6.0,Good service,10
294,2.0,Very satisfied,10
375,1.0,Very satisfied,6
534,6.0,Unsatisfactory,1
415,5.0,Needs improvement,7
99,5.0,Unsatisfactory,3
682,9.0,Unsatisfactory,10
702,10.0,Unsatisfactory,4
618,10.0,Needs improvement,4
832,3.0,Very satisfied,8
970,1.0,Very satisfied,1
777,8.0,Needs improvement,8
382,5.0,Good service,9
863,5.0,Needs improvement,7
940,8.0,Good service,1
504,8.0,Needs improvement,7
447,2.0,Very satisfied,6
680,3.0,Very satisfied,5
344,10.0,Unsatisfactory,5
425,10.0,Very satisfied,1
625,1.0,Needs improvement,6
840,3.0,Needs improvement,4
306,4.0,Excellent,1
148,7.0,Unsatisfactory,8
849,9.0,Good service,8
732,5.0,Needs improvement,4
454,1.0,Very satisfied,7
938,2.0,Good service,3
33,10.0,Unsatisfactory,8
732,2.0,Needs improvement,7
501,9.0,Good service,5
319,10.0,Very satisfied,5
697,7.0,Unsatisfactory,9
193,2.0,Good service,6
873,1.0,Unsatisfactory,6
180,5.0,Needs improvement,2
867,1.0,Good service,5
984,9.0,Very satisfied,4
518,3.0,Good service,10
391,2.0,Unsatisfactory,3
521,6.0,Unsatisfactory,9
357,3.0,Needs improvement,7
573,5.0,Good service,4
464,10.0,Needs improvement,9
930,8.0,Good service,9
675,10.0,Needs improvement,7
99,2.0,Good service,5
148,5.0,Unsatisfactory,9
570,8.0,Unsatisfactory,7
727,1.0,Good service,9
316,10.0,Unsatisfactory,3
182,10.0,Good service,9
547,5.684784805011113,Very satisfied,1
303,5.0,Very satisfied,5
558,10.0,Needs improvement,2
599,3.0,Unsatisfactory,1
4,2.0,Unsatisfactory,3
778,3.0,Needs improvement,7
107,5.0,Very satisfied,3
75,7.0,Very satisfied,10
40,2.0,Good service,10
639,7.0,Unsatisfactory,9
695,6.0,Excellent,3
119,7.0,Good service,6
73,7.0,Unsatisfactory,2
552,9.0,Needs improvement,8
204,7.0,Very satisfied,10
977,6.0,Needs improvement,5
96,10.0,Unsatisfactory,2
279,5.684784805011113,Good service,7
143,7.0,Unsatisfactory,3
115,6.0,Good service,5
476,4.0,Very satisfied,9
884,7.0,Very satisfied,1
998,8.0,Unsatisfactory,2
133,8.0,Good service,5
168,4.0,Unsatisfactory,4
914,10.0,Needs improvement,1
245,9.0,Good service,7
277,3.0,Unsatisfactory,9
975,9.0,Good service,1
259,3.0,Unsatisfactory,8
46,7.0,Very satisfied,9
346,4.0,Needs improvement,2
847,5.0,Unsatisfactory,1
895,3.0,Unsatisfactory,6
237,2.0,Good service,7
53,8.0,Needs improvement,2
148,7.0,Good service,5
699,7.0,Good service,5
533,8.0,Very satisfied,7
90,1.0,Very satisfied,1
233,8.0,Unsatisfactory,10
727,10.0,Unsatisfactory,8
881,5.0,Good service,5
51,8.0,Unsatisfactory,3
665,9.0,Very satisfied,9
836,2.0,Needs improvement,3
628,3.0,Unsatisfactory,7
394,6.0,Unsatisfactory,10
214,9.0,Good service,7
451,10.0,Unsatisfactory,10
339,10.0,Good service,8
351,8.0,Unsatisfactory,10
649,6.0,Needs improvement,8
285,5.0,Unsatisfactory,4
933,3.0,Very satisfied,1
878,4.0,Needs improvement,4
583,7.0,Needs improvement,6
245,7.0,Needs improvement,10
550,3.0,Needs improvement,6
728,4.0,Excellent,6
639,3.0,Unsatisfactory,7
584,2.0,Good service,1
226,6.0,Unsatisfactory,10
827,7.0,Very satisfied,1
441,4.0,Needs improvement,7
474,5.0,Unsatisfactory,4
444,8.0,Very satisfied,6
796,9.0,Unsatisfactory,6
412,7.0,Unsatisfactory,9
814,10.0,Needs improvement,2
246,1.0,Good service,4
583,3.0,Good service,4
707,5.0,Excellent,7
500,3.0,Good service,1
982,1.0,Needs improvement,5
951,2.0,Very satisfied,4
550,8.0,Good service,2
117,7.0,Unsatisfactory,5
750,10.0,Good service,9
364,3.0,Excellent,8
914,4.0,Needs improvement,9
204,3.0,Needs improvement,7
351,4.0,Very satisfied,10
319,5.684784805011113,Excellent,7
359,9.0,Very satisfied,2
517,7.0,Needs improvement,3
940,5.684784805011113,Good service,10
489,9.0,Good service,8
669,7.0,Needs improvement,2
107,7.0,Needs improvement,7
740,8.0,Very satisfied,6
654,10.0,Good service,10
826,3.0,Unsatisfactory,4
172,8.0,Good service,4
658,1.0,Very satisfied,3
519,6.0,Good service,6
855,2.0,Good service,3
865,7.0,Very satisfied,9
958,3.0,Good service,4
813,10.0,Needs improvement,4
528,5.0,Very satisfied,2
320,10.0,Needs improvement,2
37,2.0,Excellent,7
499,1.0,Excellent,5
665,5.0,Unsatisfactory,3
265,9.0,Good service,6
695,9.0,Very satisfied,6
668,7.0,Unsatisfactory,1
649,9.0,Very satisfied,3
908,4.0,Good service,5
402,3.0,Needs improvement,7
987,4.0,Very satisfied,4
602,7.0,Unsatisfactory,8
952,8.0,Unsatisfactory,3
218,2.0,Unsatisfactory,6
330,5.0,Unsatisfactory,6
186,5.0,Good service,9
381,9.0,Unsatisfactory,4
209,3.0,Good service,7
563,6.0,Needs improvement,10
288,10.0,Very satisfied,1
88,5.0,Unsatisfactory,1
944,2.0,Excellent,2
136,2.0,Very satisfied,4
158,4.0,Very satisfied,6
794,4.0,Very satisfied,4
920,7.0,Good service,6
155,1.0,Good service,2
463,6.0,Unsatisfactory,9
220,9.0,Good service,3
459,2.0,Good service,7
167,5.0,Unsatisfactory,1
322,10.0,Good service,8
691,10.0,Good service,4
841,4.0,Unsatisfactory,5
562,4.0,Unsatisfactory,7
813,8.0,Very satisfied,3
512,6.0,Very satisfied,9
87,7.0,Good service,9
545,9.0,Good service,8
275,3.0,Good service,1
141,2.0,Needs improvement,2
718,3.0,Unsatisfactory,2
736,8.0,Very satisfied,3
625,9.0,Needs improvement,2
790,10.0,Good service,1
916,5.0,Needs improvement,5
353,8.0,Needs improvement,6
5,7.0,Unsatisfactory,7
382,9.0,Very satisfied,10
724,4.0,Very satisfied,7
768,10.0,Needs improvement,2
334,3.0,Good service,7
475,9.0,Very satisfied,2
986,8.0,Very satisfied,2
928,7.0,Needs improvement,6
30,1.0,Good service,6
347,2.0,Excellent,8
922,9.0,Good service,5
594,5.0,Good service,5
493,1.0,Needs improvement,10
983,9.0,Good service,1
