Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type
2374,840,2023-04-09 21:00:00,1939.0,Loan Payment
2375,371,2023-04-09 22:00:00,4386.0,Purchase
2376,783,2023-04-09 23:00:00,1973.0,Purchase
2377,677,2023-04-10 00:00:00,1795.0,Bill Payment
2378,83,2023-04-10 01:00:00,2284.0,Bill Payment
2379,807,2023-04-10 02:00:00,2696.0,Bill Payment
2380,646,2023-04-10 03:00:00,2978.0,Purchase
2381,211,2023-04-10 04:00:00,4582.0,Loan Payment
2382,313,2023-04-10 05:00:00,725.0,Purchase
2383,604,2023-04-10 06:00:00,252.0,Purchase
2384,337,2023-04-10 07:00:00,2483.0,Purchase
2385,490,2023-04-10 08:00:00,1533.0,Investment
2386,403,2023-04-10 09:00:00,847.0,Investment
2387,639,2023-04-10 10:00:00,3333.0,Loan Payment
2388,191,2023-04-10 11:00:00,2963.0,Investment
2389,671,2023-04-10 12:00:00,1355.0,Purchase
2390,843,2023-04-10 13:00:00,2433.0,Investment
2391,335,2023-04-10 14:00:00,2038.0,Investment
2392,522,2023-04-10 15:00:00,1442.0,Purchase
2393,619,2023-04-10 16:00:00,249.0,Loan Payment
2394,87,2023-04-10 17:00:00,148.0,Investment
2395,579,2023-04-10 18:00:00,3203.0,Purchase
2396,62,2023-04-10 19:00:00,429.0,Purchase
2397,387,2023-04-10 20:00:00,313.0,Purchase
2398,146,2023-04-10 21:00:00,2172.0,Bill Payment
2399,153,2023-04-10 22:00:00,2036.0,Purchase
2400,619,2023-04-10 23:00:00,4112.0,Investment
2401,660,2023-04-11 00:00:00,2236.0,Investment
2402,698,2023-04-11 01:00:00,1178.0,Purchase
2403,349,2023-04-11 02:00:00,425.0,Bill Payment
2404,854,2023-04-11 03:00:00,2723.0,Bill Payment
2405,178,2023-04-11 04:00:00,159.0,Bill Payment
2406,889,2023-04-11 05:00:00,2483.0,Investment
2407,847,2023-04-11 06:00:00,2483.0,Bill Payment
2408,487,2023-04-11 07:00:00,1706.0,Loan Payment
2409,778,2023-04-11 08:00:00,4349.0,Loan Payment
2410,661,2023-04-11 09:00:00,1920.0,Bill Payment
2411,247,2023-04-11 10:00:00,1431.0,Loan Payment
2412,254,2023-04-11 11:00:00,4984.0,Purchase
2413,500,2023-04-11 12:00:00,3011.0,Bill Payment
2414,541,2023-04-11 13:00:00,1330.0,Bill Payment
2415,352,2023-04-11 14:00:00,4045.0,Bill Payment
2416,512,2023-04-11 15:00:00,1533.0,Purchase
2417,778,2023-04-11 16:00:00,3888.0,Purchase
2418,13,2023-04-11 17:00:00,562.0,Bill Payment
2419,559,2023-04-11 18:00:00,3766.0,Investment
2420,151,2023-04-11 19:00:00,3681.0,Investment
2421,50,2023-04-11 20:00:00,491.0,Loan Payment
2422,215,2023-04-11 21:00:00,609.0,Purchase
2423,991,2023-04-11 22:00:00,1174.0,Loan Payment
2424,644,2023-04-11 23:00:00,4688.0,Loan Payment
2425,372,2023-04-12 00:00:00,4242.0,Bill Payment
2426,113,2023-04-12 01:00:00,1013.0,Investment
2427,252,2023-04-12 02:00:00,1992.0,Loan Payment
2428,963,2023-04-12 03:00:00,1644.0,Bill Payment
2429,341,2023-04-12 04:00:00,3007.0,Purchase
2430,53,2023-04-12 05:00:00,696.0,Loan Payment
2431,130,2023-04-12 06:00:00,3424.0,Investment
2432,836,2023-04-12 07:00:00,1769.0,Purchase
2433,193,2023-04-12 08:00:00,4947.0,Bill Payment
2434,591,2023-04-12 09:00:00,2490.0,Purchase
2435,57,2023-04-12 10:00:00,1347.0,Loan Payment
2436,97,2023-04-12 11:00:00,124.0,Purchase
2437,198,2023-04-12 12:00:00,3967.0,Purchase
2438,647,2023-04-12 13:00:00,578.0,Purchase
2439,147,2023-04-12 14:00:00,1563.0,Investment
2440,684,2023-04-12 15:00:00,2699.0,Loan Payment
2441,575,2023-04-12 16:00:00,4600.0,Bill Payment
2442,577,2023-04-12 17:00:00,3350.0,Investment
2443,295,2023-04-12 18:00:00,2998.0,Loan Payment
2444,723,2023-04-12 19:00:00,3161.0,Bill Payment
2445,621,2023-04-12 20:00:00,3537.0,Bill Payment
2446,794,2023-04-12 21:00:00,2483.0,Bill Payment
2447,684,2023-04-12 22:00:00,831.0,Loan Payment
2448,12,2023-04-12 23:00:00,3584.0,Bill Payment
2449,918,2023-04-13 00:00:00,3797.0,Bill Payment
2450,333,2023-04-13 01:00:00,1618.0,Investment
2451,220,2023-04-13 02:00:00,569.0,Bill Payment
2452,398,2023-04-13 03:00:00,4073.0,Purchase
2453,342,2023-04-13 04:00:00,4445.0,Investment
2454,798,2023-04-13 05:00:00,621.0,Investment
2455,512,2023-04-13 06:00:00,2173.0,Loan Payment
2456,172,2023-04-13 07:00:00,1891.0,Bill Payment
2457,468,2023-04-13 08:00:00,4179.0,Purchase
2458,748,2023-04-13 09:00:00,3873.0,Purchase
2459,987,2023-04-13 10:00:00,3718.0,Bill Payment
2460,166,2023-04-13 11:00:00,1719.0,Bill Payment
2461,699,2023-04-13 12:00:00,1771.0,Loan Payment
2462,170,2023-04-13 13:00:00,1702.0,Purchase
2463,564,2023-04-13 14:00:00,1255.0,Investment
2464,512,2023-04-13 15:00:00,135.0,Loan Payment
2465,831,2023-04-13 16:00:00,4762.0,Loan Payment
2466,189,2023-04-13 17:00:00,1209.0,Investment
2467,120,2023-04-13 18:00:00,2721.0,Loan Payment
2468,105,2023-04-13 19:00:00,3456.0,Bill Payment
2469,674,2023-04-13 20:00:00,1000.0,Investment
2470,807,2023-04-13 21:00:00,3075.0,Investment
2471,41,2023-04-13 22:00:00,4964.0,Purchase
2472,889,2023-04-13 23:00:00,1531.0,Investment
2473,876,2023-04-14 00:00:00,4738.0,Loan Payment
2474,677,2023-04-14 01:00:00,2508.0,Purchase
2475,321,2023-04-14 02:00:00,2575.0,Loan Payment
2476,886,2023-04-14 03:00:00,4800.0,Bill Payment
2477,335,2023-04-14 04:00:00,2607.0,Bill Payment
2478,160,2023-04-14 05:00:00,125.0,Purchase
2479,264,2023-04-14 06:00:00,1041.0,Purchase
2480,865,2023-04-14 07:00:00,1251.0,Loan Payment
2481,530,2023-04-14 08:00:00,1752.0,Bill Payment
2482,685,2023-04-14 09:00:00,3648.0,Purchase
2483,477,2023-04-14 10:00:00,4409.0,Bill Payment
2484,352,2023-04-14 11:00:00,4100.0,Bill Payment
2485,545,2023-04-14 12:00:00,1985.0,Bill Payment
2486,773,2023-04-14 13:00:00,4193.0,Loan Payment
2487,210,2023-04-14 14:00:00,4413.0,Loan Payment
2488,496,2023-04-14 15:00:00,4907.0,Bill Payment
2489,895,2023-04-14 16:00:00,173.0,Bill Payment
2490,842,2023-04-14 17:00:00,3320.0,Bill Payment
2491,382,2023-04-14 18:00:00,3398.0,Investment
2492,676,2023-04-14 19:00:00,1005.0,Investment
2493,481,2023-04-14 20:00:00,1887.0,Loan Payment
2494,919,2023-04-14 21:00:00,1833.0,Bill Payment
2495,936,2023-04-14 22:00:00,4916.0,Investment
2496,5,2023-04-14 23:00:00,2305.0,Purchase
2497,34,2023-04-15 00:00:00,3274.0,Purchase
2498,792,2023-04-15 01:00:00,1358.0,Bill Payment
2499,145,2023-04-15 02:00:00,1813.0,Investment
2500,351,2023-04-15 03:00:00,2261.0,Purchase
2501,583,2023-04-15 04:00:00,2910.0,Loan Payment
2502,465,2023-04-15 05:00:00,1603.0,Purchase
2503,348,2023-04-15 06:00:00,442.0,Loan Payment
2504,742,2023-04-15 07:00:00,3827.0,Purchase
2505,125,2023-04-15 08:00:00,4927.0,Purchase
2506,790,2023-04-15 09:00:00,1080.0,Investment
2507,271,2023-04-15 10:00:00,4610.0,Purchase
2508,357,2023-04-15 11:00:00,124.0,Purchase
2509,527,2023-04-15 12:00:00,1449.0,Loan Payment
2510,754,2023-04-15 13:00:00,1800.0,Loan Payment
2511,498,2023-04-15 14:00:00,1004.0,Purchase
2512,153,2023-04-15 15:00:00,4328.0,Bill Payment
2513,53,2023-04-15 16:00:00,4741.0,Purchase
2514,149,2023-04-15 17:00:00,4777.0,Purchase
2515,503,2023-04-15 18:00:00,967.0,Investment
2516,870,2023-04-15 19:00:00,105.0,Purchase
2517,450,2023-04-15 20:00:00,2164.0,Purchase
2518,219,2023-04-15 21:00:00,641.0,Loan Payment
2519,625,2023-04-15 22:00:00,3694.0,Loan Payment
2520,800,2023-04-15 23:00:00,1711.0,Loan Payment
2521,277,2023-04-16 00:00:00,707.0,Loan Payment
2522,452,2023-04-16 01:00:00,41.0,Purchase
2523,428,2023-04-16 02:00:00,4884.0,Bill Payment
2524,83,2023-04-16 03:00:00,558.0,Investment
2525,962,2023-04-16 04:00:00,2258.0,Investment
2526,218,2023-04-16 05:00:00,1903.0,Bill Payment
2527,738,2023-04-16 06:00:00,2844.0,Bill Payment
2528,782,2023-04-16 07:00:00,1713.0,Investment
2529,527,2023-04-16 08:00:00,1166.0,Purchase
2530,404,2023-04-16 09:00:00,353.0,Investment
2531,290,2023-04-16 10:00:00,4082.0,Bill Payment
2532,420,2023-04-16 11:00:00,3472.0,Purchase
2533,339,2023-04-16 12:00:00,2258.0,Investment
2534,777,2023-04-16 13:00:00,954.0,Purchase
2535,711,2023-04-16 14:00:00,3890.0,Purchase
2536,670,2023-04-16 15:00:00,2060.0,Bill Payment
2537,845,2023-04-16 16:00:00,3295.0,Loan Payment
2538,987,2023-04-16 17:00:00,2865.0,Investment
2539,959,2023-04-16 18:00:00,1340.0,Bill Payment
2540,419,2023-04-16 19:00:00,2013.0,Investment
2541,909,2023-04-16 20:00:00,3625.0,Loan Payment
2542,207,2023-04-16 21:00:00,1797.0,Loan Payment
2543,686,2023-04-16 22:00:00,2256.0,Loan Payment
2544,696,2023-04-16 23:00:00,3682.0,Loan Payment
2545,265,2023-04-17 00:00:00,2165.0,Investment
2546,983,2023-04-17 01:00:00,3489.0,Purchase
2547,758,2023-04-17 02:00:00,3030.0,Purchase
2548,36,2023-04-17 03:00:00,61.0,Loan Payment
2549,373,2023-04-17 04:00:00,2169.0,Loan Payment
2550,488,2023-04-17 05:00:00,4400.0,Purchase
2551,259,2023-04-17 06:00:00,3661.0,Bill Payment
2552,994,2023-04-17 07:00:00,3925.0,Loan Payment
2553,531,2023-04-17 08:00:00,2122.0,Purchase
2554,924,2023-04-17 09:00:00,2631.0,Bill Payment
2555,23,2023-04-17 10:00:00,4570.0,Purchase
2556,104,2023-04-17 11:00:00,4739.0,Bill Payment
2557,241,2023-04-17 12:00:00,1364.0,Investment
2558,903,2023-04-17 13:00:00,3764.0,Bill Payment
2559,873,2023-04-17 14:00:00,219.0,Loan Payment
2560,716,2023-04-17 15:00:00,247.0,Bill Payment
2561,253,2023-04-17 16:00:00,345.0,Bill Payment
2562,142,2023-04-17 17:00:00,3848.0,Loan Payment
2563,814,2023-04-17 18:00:00,1586.0,Investment
2564,655,2023-04-17 19:00:00,509.0,Bill Payment
2565,451,2023-04-17 20:00:00,1574.0,Investment
2566,783,2023-04-17 21:00:00,800.0,Purchase
2567,307,2023-04-17 22:00:00,3550.0,Purchase
2568,984,2023-04-17 23:00:00,3132.0,Loan Payment
2569,500,2023-04-18 00:00:00,1145.0,Investment
2570,622,2023-04-18 01:00:00,3954.0,Loan Payment
2571,8,2023-04-18 02:00:00,2358.0,Loan Payment
2572,69,2023-04-18 03:00:00,4334.0,Bill Payment
2573,702,2023-04-18 04:00:00,159.0,Purchase
2574,691,2023-04-18 05:00:00,3216.0,Loan Payment
2575,575,2023-04-18 06:00:00,3538.0,Bill Payment
2576,68,2023-04-18 07:00:00,1634.0,Bill Payment
2577,718,2023-04-18 08:00:00,2584.0,Investment
2578,912,2023-04-18 09:00:00,4438.0,Purchase
2579,980,2023-04-18 10:00:00,4279.0,Investment
2580,408,2023-04-18 11:00:00,3294.0,Investment
2581,518,2023-04-18 12:00:00,2118.0,Loan Payment
2582,119,2023-04-18 13:00:00,3957.0,Investment
2583,825,2023-04-18 14:00:00,4924.0,Loan Payment
2584,31,2023-04-18 15:00:00,2273.0,Investment
2585,518,2023-04-18 16:00:00,1622.0,Bill Payment
2586,483,2023-04-18 17:00:00,3825.0,Purchase
2587,207,2023-04-18 18:00:00,4729.0,Purchase
2588,669,2023-04-18 19:00:00,587.0,Purchase
2589,579,2023-04-18 20:00:00,432.0,Bill Payment
2590,971,2023-04-18 21:00:00,2773.0,Bill Payment
2591,387,2023-04-18 22:00:00,1239.0,Investment
2592,412,2023-04-18 23:00:00,3186.0,Investment
2593,842,2023-04-19 00:00:00,763.0,Investment
2594,370,2023-04-19 01:00:00,4852.0,Investment
2595,353,2023-04-19 02:00:00,697.0,Purchase
2596,944,2023-04-19 03:00:00,732.0,Investment
2597,336,2023-04-19 04:00:00,756.0,Bill Payment
2598,891,2023-04-19 05:00:00,4347.0,Bill Payment
2599,906,2023-04-19 06:00:00,2722.0,Bill Payment
2600,289,2023-04-19 07:00:00,717.0,Loan Payment
2601,996,2023-04-19 08:00:00,444.0,Loan Payment
2602,963,2023-04-19 09:00:00,4886.0,Loan Payment
2603,965,2023-04-19 10:00:00,493.0,Investment
2604,140,2023-04-19 11:00:00,3528.0,Purchase
2605,953,2023-04-19 12:00:00,1543.0,Purchase
2606,300,2023-04-19 13:00:00,179.0,Investment
2607,13,2023-04-19 14:00:00,1030.0,Investment
2608,664,2023-04-19 15:00:00,4974.0,Loan Payment
2609,428,2023-04-19 16:00:00,857.0,Bill Payment
2610,825,2023-04-19 17:00:00,705.0,Bill Payment
2611,864,2023-04-19 18:00:00,3356.0,Loan Payment
2612,400,2023-04-19 19:00:00,4023.0,Loan Payment
2613,992,2023-04-19 20:00:00,41.0,Purchase
2614,109,2023-04-19 21:00:00,186.0,Loan Payment
2615,485,2023-04-19 22:00:00,2974.0,Bill Payment
2616,888,2023-04-19 23:00:00,2122.0,Bill Payment
2617,356,2023-04-20 00:00:00,3896.0,Investment
2618,149,2023-04-20 01:00:00,1512.0,Purchase
2619,879,2023-04-20 02:00:00,2325.0,Investment
2620,716,2023-04-20 03:00:00,2654.0,Purchase
2621,307,2023-04-20 04:00:00,75.0,Investment
2622,533,2023-04-20 05:00:00,4238.0,Purchase
2623,60,2023-04-20 06:00:00,1938.0,Loan Payment
2624,435,2023-04-20 07:00:00,594.0,Bill Payment
2625,21,2023-04-20 08:00:00,1758.0,Loan Payment
2626,875,2023-04-20 09:00:00,2214.0,Purchase
2627,382,2023-04-20 10:00:00,3640.0,Purchase
2628,245,2023-04-20 11:00:00,1902.0,Investment
2629,902,2023-04-20 12:00:00,2439.0,Purchase
2630,73,2023-04-20 13:00:00,3103.0,Loan Payment
2631,449,2023-04-20 14:00:00,983.0,Purchase
2632,76,2023-04-20 15:00:00,4034.0,Purchase
2633,698,2023-04-20 16:00:00,2652.0,Investment
2634,590,2023-04-20 17:00:00,1452.0,Purchase
2635,390,2023-04-20 18:00:00,4339.0,Investment
2636,577,2023-04-20 19:00:00,1487.0,Bill Payment
2637,342,2023-04-20 20:00:00,780.0,Investment
2638,290,2023-04-20 21:00:00,315.0,Purchase
2639,568,2023-04-20 22:00:00,11.0,Bill Payment
2640,331,2023-04-20 23:00:00,280.0,Purchase
2641,259,2023-04-21 00:00:00,4526.0,Investment
2642,426,2023-04-21 01:00:00,3224.0,Loan Payment
2643,702,2023-04-21 02:00:00,873.0,Bill Payment
2644,6,2023-04-21 03:00:00,2749.0,Loan Payment
2645,6,2023-04-21 04:00:00,2924.0,Loan Payment
2646,191,2023-04-21 05:00:00,116.0,Bill Payment
2647,148,2023-04-21 06:00:00,3178.0,Loan Payment
2648,405,2023-04-21 07:00:00,4654.0,Loan Payment
2649,258,2023-04-21 08:00:00,2609.0,Loan Payment
2650,730,2023-04-21 09:00:00,2245.0,Loan Payment
2651,479,2023-04-21 10:00:00,2809.0,Bill Payment
2652,90,2023-04-21 11:00:00,1521.0,Purchase
2653,824,2023-04-21 12:00:00,28.0,Loan Payment
2654,864,2023-04-21 13:00:00,868.0,Bill Payment
2655,10,2023-04-21 14:00:00,1426.0,Bill Payment
2656,87,2023-04-21 15:00:00,3042.0,Bill Payment
2657,762,2023-04-21 16:00:00,4515.0,Bill Payment
2658,838,2023-04-21 17:00:00,1436.0,Investment
2659,151,2023-04-21 18:00:00,2541.0,Purchase
2660,988,2023-04-21 19:00:00,4729.0,Purchase
2661,625,2023-04-21 20:00:00,4761.0,Loan Payment
2662,30,2023-04-21 21:00:00,4873.0,Bill Payment
2663,128,2023-04-21 22:00:00,4048.0,Investment
2664,78,2023-04-21 23:00:00,4123.0,Bill Payment
2665,421,2023-04-22 00:00:00,2241.0,Loan Payment
2666,55,2023-04-22 01:00:00,2462.0,Purchase
2667,480,2023-04-22 02:00:00,2856.0,Loan Payment
2668,305,2023-04-22 03:00:00,3212.0,Loan Payment
2669,546,2023-04-22 04:00:00,1826.0,Loan Payment
2670,105,2023-04-22 05:00:00,1790.0,Loan Payment
2671,172,2023-04-22 06:00:00,4113.0,Loan Payment
2672,499,2023-04-22 07:00:00,714.0,Loan Payment
2673,22,2023-04-22 08:00:00,1351.0,Loan Payment
2674,287,2023-04-22 09:00:00,3472.0,Purchase
2675,391,2023-04-22 10:00:00,3600.0,Purchase
2676,617,2023-04-22 11:00:00,1169.0,Bill Payment
2677,149,2023-04-22 12:00:00,4636.0,Bill Payment
2678,272,2023-04-22 13:00:00,3732.0,Investment
2679,788,2023-04-22 14:00:00,3448.0,Investment
2680,299,2023-04-22 15:00:00,3570.0,Purchase
2681,172,2023-04-22 16:00:00,3092.0,Purchase
2682,47,2023-04-22 17:00:00,1725.0,Investment
2683,626,2023-04-22 18:00:00,2253.0,Purchase
2684,787,2023-04-22 19:00:00,1770.0,Investment
2685,816,2023-04-22 20:00:00,4017.0,Bill Payment
2686,992,2023-04-22 21:00:00,1806.0,Purchase
2687,207,2023-04-22 22:00:00,2685.0,Purchase
2688,453,2023-04-22 23:00:00,3246.0,Investment
2689,395,2023-04-23 00:00:00,53.0,Loan Payment
2690,975,2023-04-23 01:00:00,498.0,Loan Payment
2691,925,2023-04-23 02:00:00,4286.0,Bill Payment
2692,754,2023-04-23 03:00:00,3158.0,Purchase
2693,301,2023-04-23 04:00:00,4733.0,Purchase
2694,708,2023-04-23 05:00:00,966.0,Investment
2695,676,2023-04-23 06:00:00,2124.0,Loan Payment
2696,176,2023-04-23 07:00:00,1125.0,Loan Payment
2697,855,2023-04-23 08:00:00,1791.0,Bill Payment
2698,783,2023-04-23 09:00:00,2836.0,Loan Payment
2699,110,2023-04-23 10:00:00,660.0,Loan Payment
2700,684,2023-04-23 11:00:00,1886.0,Loan Payment
2701,963,2023-04-23 12:00:00,350.0,Investment
2702,864,2023-04-23 13:00:00,2960.0,Loan Payment
2703,202,2023-04-23 14:00:00,3385.0,Bill Payment
2704,168,2023-04-23 15:00:00,2455.0,Loan Payment
2705,614,2023-04-23 16:00:00,2760.0,Bill Payment
2706,86,2023-04-23 17:00:00,2154.0,Investment
2707,654,2023-04-23 18:00:00,1364.0,Investment
2708,959,2023-04-23 19:00:00,3286.0,Bill Payment
2709,849,2023-04-23 20:00:00,458.0,Investment
2710,725,2023-04-23 21:00:00,4182.0,Purchase
2711,51,2023-04-23 22:00:00,4654.0,Purchase
2712,112,2023-04-23 23:00:00,807.0,Purchase
2713,463,2023-04-24 00:00:00,3506.0,Purchase
2714,442,2023-04-24 01:00:00,4920.0,Purchase
2715,271,2023-04-24 02:00:00,2192.0,Investment
2716,577,2023-04-24 03:00:00,3336.0,Bill Payment
2717,344,2023-04-24 04:00:00,655.0,Investment
2718,183,2023-04-24 05:00:00,729.0,Loan Payment
2719,503,2023-04-24 06:00:00,1532.0,Purchase
2720,844,2023-04-24 07:00:00,1079.0,Purchase
2721,10,2023-04-24 08:00:00,4753.0,Investment
2722,494,2023-04-24 09:00:00,4897.0,Loan Payment
2723,234,2023-04-24 10:00:00,4684.0,Investment
2724,298,2023-04-24 11:00:00,3085.0,Bill Payment
2725,244,2023-04-24 12:00:00,3817.0,Purchase
2726,509,2023-04-24 13:00:00,3371.0,Investment
2727,351,2023-04-24 14:00:00,2166.0,Bill Payment
2728,267,2023-04-24 15:00:00,4565.0,Purchase
2729,630,2023-04-24 16:00:00,2323.0,Purchase
2730,656,2023-04-24 17:00:00,3515.0,Purchase
2731,893,2023-04-24 18:00:00,2483.0,Loan Payment
2732,201,2023-04-24 19:00:00,642.0,Investment
2733,239,2023-04-24 20:00:00,2209.0,Purchase
2734,334,2023-04-24 21:00:00,3073.0,Purchase
2735,915,2023-04-24 22:00:00,2920.0,Bill Payment
2736,415,2023-04-24 23:00:00,632.0,Investment
2737,969,2023-04-25 00:00:00,370.0,Bill Payment
2738,484,2023-04-25 01:00:00,2377.0,Investment
2739,437,2023-04-25 02:00:00,219.0,Purchase
2740,999,2023-04-25 03:00:00,3477.0,Loan Payment
2741,246,2023-04-25 04:00:00,940.0,Bill Payment
2742,858,2023-04-25 05:00:00,4594.0,Loan Payment
2743,8,2023-04-25 06:00:00,3953.0,Loan Payment
2744,152,2023-04-25 07:00:00,4706.0,Loan Payment
2745,392,2023-04-25 08:00:00,4879.0,Investment
2746,211,2023-04-25 09:00:00,887.0,Investment
2747,367,2023-04-25 10:00:00,4805.0,Loan Payment
2748,944,2023-04-25 11:00:00,2509.0,Purchase
2749,670,2023-04-25 12:00:00,2533.0,Purchase
2750,570,2023-04-25 13:00:00,4361.0,Loan Payment
2751,86,2023-04-25 14:00:00,401.0,Bill Payment
2752,55,2023-04-25 15:00:00,3912.0,Bill Payment
2753,713,2023-04-25 16:00:00,2331.0,Investment
2754,634,2023-04-25 17:00:00,4950.0,Bill Payment
2755,446,2023-04-25 18:00:00,3991.0,Purchase
2756,620,2023-04-25 19:00:00,148.0,Loan Payment
2757,304,2023-04-25 20:00:00,112.0,Bill Payment
2758,132,2023-04-25 21:00:00,493.0,Loan Payment
2759,421,2023-04-25 22:00:00,4329.0,Bill Payment
2760,904,2023-04-25 23:00:00,4083.0,Investment
2761,385,2023-04-26 00:00:00,1858.0,Purchase
2762,988,2023-04-26 01:00:00,1894.0,Investment
2763,198,2023-04-26 02:00:00,3215.0,Loan Payment
2764,47,2023-04-26 03:00:00,2171.0,Purchase
2765,740,2023-04-26 04:00:00,1474.0,Purchase
2766,757,2023-04-26 05:00:00,653.0,Investment
2767,203,2023-04-26 06:00:00,3446.0,Bill Payment
2768,261,2023-04-26 07:00:00,4563.0,Investment
2769,690,2023-04-26 08:00:00,620.0,Loan Payment
2770,24,2023-04-26 09:00:00,4312.0,Bill Payment
2771,687,2023-04-26 10:00:00,1553.0,Investment
2772,786,2023-04-26 11:00:00,3549.0,Investment
2773,340,2023-04-26 12:00:00,1476.0,Bill Payment
2774,412,2023-04-26 13:00:00,926.0,Bill Payment
2775,973,2023-04-26 14:00:00,1191.0,Bill Payment
2776,261,2023-04-26 15:00:00,2156.0,Investment
2777,286,2023-04-26 16:00:00,2282.0,Bill Payment
2778,513,2023-04-26 17:00:00,861.0,Bill Payment
2779,86,2023-04-26 18:00:00,4546.0,Bill Payment
2780,850,2023-04-26 19:00:00,729.0,Purchase
2781,430,2023-04-26 20:00:00,4690.0,Loan Payment
2782,581,2023-04-26 21:00:00,2024.0,Bill Payment
2783,31,2023-04-26 22:00:00,3482.0,Loan Payment
2784,710,2023-04-26 23:00:00,3652.0,Bill Payment
2785,603,2023-04-27 00:00:00,3880.0,Bill Payment
2786,440,2023-04-27 01:00:00,73.0,Purchase
2787,985,2023-04-27 02:00:00,4873.0,Purchase
2788,349,2023-04-27 03:00:00,569.0,Bill Payment
2789,895,2023-04-27 04:00:00,1743.0,Bill Payment
2790,412,2023-04-27 05:00:00,679.0,Bill Payment
2791,528,2023-04-27 06:00:00,3904.0,Loan Payment
2792,310,2023-04-27 07:00:00,1552.0,Bill Payment
2793,949,2023-04-27 08:00:00,1281.0,Loan Payment
2794,396,2023-04-27 09:00:00,2425.0,Purchase
2795,788,2023-04-27 10:00:00,2801.0,Loan Payment
2796,338,2023-04-27 11:00:00,4723.0,Bill Payment
2797,674,2023-04-27 12:00:00,3064.0,Purchase
2798,437,2023-04-27 13:00:00,2468.0,Investment
2799,704,2023-04-27 14:00:00,3075.0,Purchase
2800,663,2023-04-27 15:00:00,1173.0,Investment
2801,365,2023-04-27 16:00:00,4569.0,Loan Payment
2802,923,2023-04-27 17:00:00,2759.0,Purchase
2803,113,2023-04-27 18:00:00,1958.0,Purchase
2804,785,2023-04-27 19:00:00,69.0,Purchase
2805,176,2023-04-27 20:00:00,3112.0,Loan Payment
2806,149,2023-04-27 21:00:00,342.0,Bill Payment
2807,178,2023-04-27 22:00:00,4181.0,Loan Payment
2808,936,2023-04-27 23:00:00,199.0,Purchase
2809,382,2023-04-28 00:00:00,3570.0,Bill Payment
2810,223,2023-04-28 01:00:00,305.0,Purchase
2811,259,2023-04-28 02:00:00,2558.0,Purchase
2812,785,2023-04-28 03:00:00,186.0,Investment
2813,189,2023-04-28 04:00:00,809.0,Purchase
2814,306,2023-04-28 05:00:00,815.0,Loan Payment
2815,378,2023-04-28 06:00:00,1752.0,Loan Payment
2816,602,2023-04-28 07:00:00,224.0,Loan Payment
2817,343,2023-04-28 08:00:00,1889.0,Bill Payment
2818,774,2023-04-28 09:00:00,2710.0,Investment
2819,156,2023-04-28 10:00:00,606.0,Investment
2820,712,2023-04-28 11:00:00,1727.0,Purchase
2821,55,2023-04-28 12:00:00,1365.0,Purchase
2822,766,2023-04-28 13:00:00,4233.0,Investment
2823,442,2023-04-28 14:00:00,1302.0,Bill Payment
2824,685,2023-04-28 15:00:00,2608.0,Loan Payment
2825,200,2023-04-28 16:00:00,3447.0,Purchase
2826,403,2023-04-28 17:00:00,4724.0,Investment
2827,614,2023-04-28 18:00:00,151.0,Bill Payment
2828,797,2023-04-28 19:00:00,3226.0,Loan Payment
2829,663,2023-04-28 20:00:00,2849.0,Purchase
2830,623,2023-04-28 21:00:00,4350.0,Loan Payment
2831,928,2023-04-28 22:00:00,3523.0,Loan Payment
2832,778,2023-04-28 23:00:00,2760.0,Investment
2833,603,2023-04-29 00:00:00,1724.0,Investment
2834,177,2023-04-29 01:00:00,1145.0,Loan Payment
2835,449,2023-04-29 02:00:00,3731.0,Loan Payment
2836,743,2023-04-29 03:00:00,1919.0,Purchase
2837,541,2023-04-29 04:00:00,2257.0,Bill Payment
2838,955,2023-04-29 05:00:00,4526.0,Bill Payment
2839,301,2023-04-29 06:00:00,4112.0,Loan Payment
2840,707,2023-04-29 07:00:00,1558.0,Investment
2841,307,2023-04-29 08:00:00,2649.0,Bill Payment
2842,751,2023-04-29 09:00:00,4776.0,Loan Payment
2843,869,2023-04-29 10:00:00,4521.0,Investment
2844,991,2023-04-29 11:00:00,2841.0,Purchase
2845,896,2023-04-29 12:00:00,1016.0,Bill Payment
2846,267,2023-04-29 13:00:00,3231.0,Purchase
2847,214,2023-04-29 14:00:00,3072.0,Investment
2848,594,2023-04-29 15:00:00,4533.0,Loan Payment
2849,640,2023-04-29 16:00:00,3062.0,Purchase
2850,483,2023-04-29 17:00:00,4439.0,Loan Payment
2851,262,2023-04-29 18:00:00,2329.0,Bill Payment
2852,67,2023-04-29 19:00:00,3549.0,Purchase
2853,574,2023-04-29 20:00:00,2376.0,Bill Payment
2854,133,2023-04-29 21:00:00,536.0,Bill Payment
2855,649,2023-04-29 22:00:00,2817.0,Bill Payment
2856,540,2023-04-29 23:00:00,1205.0,Bill Payment
2857,512,2023-04-30 00:00:00,1763.0,Bill Payment
2858,211,2023-04-30 01:00:00,1682.0,Investment
2859,988,2023-04-30 02:00:00,2038.0,Purchase
2860,987,2023-04-30 03:00:00,1664.0,Loan Payment
2861,717,2023-04-30 04:00:00,4559.0,Loan Payment
